date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
13/6/18,24,22,21,22,20,18,27,58,104,127,153,166,146,172,165,195,177,187,150,100,79,62,46,30
14/6/18,24,19,18,17,21,19,32,61,104,207,158,179,270,299,323,359,346,395,367,127,83,72,53,34
15/6/18,21,22,18,16,17,33,20,25,32,49,279,278,243,287,322,284,302,229,184,276,225,33,28,30
16/6/18,24,19,19,21,22,17,23,33,51,52,79,90,81,85,95,108,122,87,74,82,56,55,47,33
17/6/18,19,23,24,27,22,22,20,28,33,39,44,53,50,51,65,65,82,73,60,48,41,28,32,25
18/6/18,20,19,21,23,25,21,19,62,100,123,148,167,148,170,174,187,155,146,141,106,86,72,65,54
19/6/18,19,20,18,16,16,24,24,49,105,139,156,165,176,185,185,191,201,238,162,106,103,97,88,49
20/6/18,24,21,16,18,16,17,22,50,111,130,260,266,272,274,299,285,279,258,133,105,83,56,71,44
21/6/18,25,23,17,22,20,19,22,54,110,154,177,188,184,174,173,198,175,155,182,93,73,61,78,34
22/6/18,21,23,20,20,21,19,25,65,117,129,173,182,167,180,180,185,183,155,110,86,63,59,81,36
23/6/18,29,25,23,21,18,21,24,30,43,66,71,93,93,84,83,86,87,76,67,58,38,55,40,24
24/6/18,22,19,19,19,17,16,20,27,32,35,34,32,43,47,45,48,56,45,43,32,28,26,31,26
25/6/18,19,18,17,17,16,17,20,55,116,116,164,260,272,297,305,289,288,255,163,112,81,64,56,34
26/6/18,20,22,19,20,18,16,18,49,117,137,157,157,156,150,171,180,158,151,130,88,57,57,56,36
27/6/18,26,19,20,22,18,20,24,53,109,124,136,386,368,165,169,187,162,216,237,209,80,65,48,35
28/6/18,28,22,26,28,30,24,29,54,114,127,140,159,171,178,172,193,141,166,142,104,69,71,77,31
29/6/18,21,23,17,23,18,17,20,47,86,124,127,156,138,136,161,153,143,147,106,88,58,47,39,30
30/6/18,24,22,21,20,23,22,21,41,52,50,49,62,65,70,74,71,76,76,71,57,49,59,132,21
1/7/18,20,21,18,19,16,15,20,22,34,35,44,40,41,56,51,53,41,43,40,33,36,35,29,23
2/7/18,16,15,16,17,16,17,18,54,104,121,130,156,169,161,172,201,173,180,167,84,71,50,48,30
3/7/18,19,19,18,18,17,20,21,44,99,123,143,156,167,166,172,175,197,199,166,88,65,53,40,28
4/7/18,26,20,17,20,22,22,26,71,124,156,151,197,209,210,174,185,179,176,159,80,67,56,58,76
5/7/18,23,78,32,21,20,19,23,59,120,150,152,171,181,184,190,210,200,198,194,116,74,60,64,39
6/7/18,33,30,55,28,25,27,32,67,127,275,324,232,378,309,292,308,273,329,299,254,76,60,54,38
7/7/18,32,29,24,21,25,23,23,49,69,79,78,91,91,119,101,91,89,90,70,60,53,47,42,39
8/7/18,33,41,87,39,28,27,25,28,41,50,46,46,47,44,41,51,39,41,50,32,42,40,41,35
9/7/18,29,22,25,24,20,22,28,50,117,130,139,167,165,162,189,177,179,171,162,84,57,65,53,40
10/7/18,28,25,22,21,20,18,24,68,170,151,153,215,178,197,174,191,186,181,167,107,62,55,49,32
11/7/18,26,26,22,24,19,22,28,58,112,139,133,270,258,266,270,282,285,273,152,104,62,53,47,31
12/7/18,24,22,25,23,22,22,28,55,112,170,200,190,175,178,173,213,240,173,160,116,87,77,64,40
13/7/18,35,29,27,27,26,28,28,53,359,116,162,189,174,199,188,198,188,183,136,105,68,69,75,35
14/7/18,28,25,26,25,25,25,25,41,61,64,86,95,88,86,102,104,145,81,73,60,51,54,53,37
15/7/18,27,32,26,24,27,26,31,32,56,56,63,72,69,65,75,74,80,65,63,57,46,44,40,33
16/7/18,26,23,19,20,22,25,26,60,91,158,194,234,225,233,223,219,210,174,153,87,80,54,50,52
17/7/18,27,27,24,29,24,24,29,66,109,127,159,203,182,198,194,205,193,190,161,98,76,76,72,55
18/7/18,34,27,26,24,25,26,26,53,103,126,156,176,199,209,213,219,210,191,169,105,72,71,61,43
19/7/18,36,31,28,30,26,22,23,56,139,151,191,201,198,193,219,220,218,171,169,124,83,67,84,45
20/7/18,32,31,33,26,28,29,35,60,137,146,175,190,164,287,380,197,194,171,145,99,78,57,67,42
21/7/18,29,30,25,27,22,28,25,43,53,82,92,94,93,98,125,109,174,87,71,66,48,40,39,31
22/7/18,31,21,22,22,24,26,27,29,45,50,59,59,56,56,54,60,60,56,49,43,51,43,39,40
23/7/18,28,29,30,26,23,25,29,83,158,186,197,243,287,254,274,306,248,236,205,130,87,74,55,44
24/7/18,36,37,34,26,27,24,34,70,145,197,177,243,237,261,258,266,246,236,180,122,71,64,60,43
25/7/18,34,31,28,30,27,23,36,60,163,181,177,223,226,232,219,239,232,222,154,115,87,76,59,41
26/7/18,21,25,25,25,22,25,34,67,131,400,191,261,283,324,328,305,297,300,235,119,70,73,46,35
27/7/18,26,32,29,31,31,30,29,170,174,328,359,214,193,225,237,247,228,203,117,98,67,52,51,33
28/7/18,28,25,29,27,26,28,21,37,67,90,106,92,104,121,93,96,82,74,74,52,41,38,49,40
29/7/18,27,24,20,23,24,21,19,29,48,50,48,53,48,50,53,52,48,55,48,41,43,37,33,36
30/7/18,23,25,20,36,20,23,30,48,134,186,206,228,206,210,228,228,194,188,160,92,83,75,81,44
31/7/18,27,27,29,26,24,27,28,68,176,184,174,183,193,200,205,243,268,232,168,92,69,61,75,54
